0	0.211111	0.3	0.433333	0.422222	0.35	0.251282	0.132258	0.388235	0	0	0	0.889189	0.166667	0.225	0.211111	0.266667	0	0	0	0	0	0.274074	0.514286	0.466667	0	0.422222	0	0	0.130303	0.126316	0	0	0.225	0	0.266667	0	0	0	0	0.3	0.166667	0	0	0	0	0.138462	0	0.1625	0.35	0.155556	0.171429	0.127778	0	0	0	0	0.242857	0	0	0	0	0	0	0	0.211111	0	0	0	0	0	0	0	0	0	0.242857	0.266667	0	0	0	0	0	0	0.158824	0	0	0	0	0	0.266667	0	0	0	0	0	0	0	0	0	0.35	0	0	0.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.211111	0	0.311111	0.444444	0.222222	0.361111	0.136752	0.143369	0	0	0	0	0.276276	0.355556	0	0	0	0	0	0.273504	0	0	0	0.18254	0.333333	0	0	0	0.20202	0.424242	0.274854	0.253968	0.311111	0	0	0	0	0	0	0	0	0	0	0	0	0.188034	0.299145	0.211111	0	0	0.166667	0	0.416667	0	0	0	0	0	0	0	0	0	0	0.222222	0	0	0.355556	0.622222	0	0.161111	0	0.20202	0	0	0	0	0	0	0.194444	0	0	0	0	0	0	0	0	0	0	0.277778	0.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.361111	0	0	0	0.611111	0.444444	0	0	0	
0.3	0.311111	0	0.533333	0.311111	0.45	0.225641	0.232258	0.229412	0	0	0	0	0.266667	0.325	0	0	0	0	0	0	0	0.237037	0	0	0.290909	0.311111	0.4	0.290909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2625	0	0	0	0	0	0	0	0	0	1.06667	0.325	0	0	0	0.311111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252632	0	0	0	0	0.366667	0.533333	0	0	0	0.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.433333	0.444444	0.533333	0	0.444444	0.583333	0.717949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.476191	0	0	0	0	0	0	0	0	0	0	0	0	0.361111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533333	0	0	0	0	0	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.422222	0.222222	0.311111	0.444444	0	1.08333	0.273504	0.143369	0.281046	0	0	0	0.414414	0	0	0	0	0	0	0	0	0	0.444444	0	0	0.606061	0	0.622222	0	0	0	0	0	0.236111	0	0.277778	0	0	0	0	0	0	0	0	0	0	0.149573	0	0	0.361111	0	0.18254	0	0	0.507937	0	0	0.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311111	1.52381	0.833333	0	0.388889	0	0	0	0	0	0	0	0	0	0	0.277778	0	0	0	0	0.194444	0	0	0	0.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.35	0.361111	0.45	0.583333	1.08333	0	0	0	0.279412	0	0	0	0.277027	0	0	0	0	0	0	0	0	0	0.287037	0	0	0.340909	0	0	0	0	0	0	0	0.375	0	0.416667	0	0	0	0	0	0	0	0	0	0	0.576923	0	0	0.5	0	0.321429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392857	0	0	0	0	0.785714	0	0	0.333333	0	0	0	0	0	0	0	0	0	0	0.416667	0	0	0	0	0	0	0	0	0	0	0	0.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.251282	0.136752	0.225641	0.717949	0.273504	0	0	0.231596	0.165158	0.225641	0.192308	0.275641	0.105336	0.461538	0.150641	0.136752	0.192308	0.451282	0.451282	0.153846	0.227564	0.150641	0.564103	0.679487	0.568376	0.2331	0.410256	0.676923	0.2331	0.167832	0.207827	0	0	0	0.358974	0	0	0.358974	0.184615	0.505495	0.225641	0.184615	0	0	0	0.102564	0.25641	0.251282	0	0	0.48718	0.679487	0.694444	0	0.505495	0	0	0.505495	0	0	0.184615	0	0	0.136752	0.275641	0.547009	0.369231	0.451282	1.10256	0.151282	0.168498	0.4662	0.225641	0.451282	0.225641	0.336996	0	0.225641	0.435897	1.07692	0.358974	0.225641	0	0.506787	0	0.391363	0	0	0	0.576923	0	0.358974	0.301282	0.525641	0.217949	0.150641	0	0.525641	0	0	0	0	0.192308	0.525641	1.02564	0.358974	0	0	0.275641	0	0	0	0.525641	0.358974	0	0	0	
0.132258	0.143369	0.232258	0	0.143369	0	0.231596	0	0.308349	0.232258	0.198925	0.282258	0.592851	0.296774	0.314516	0	0.397849	0.232258	0.232258	0.405294	0.635081	0.471774	0.485066	0.207373	0	0.246334	0.143369	0	0.246334	0.437928	0.292869	0.175115	0.232258	0	0	0	0	0.365591	0.197849	0.175115	0.232258	0.395699	0	0	0	0.218362	0.141439	0.132258	0.189516	0	0.439068	0.207373	0.480287	0	0.175115	0	0.132258	0.175115	0.731183	0.314516	0.296774	0	0	0.143369	0	0	0.395699	0	0	0.329032	0	0.123167	0.232258	0.232258	0.464516	0	0	0	0.115591	0	0	0	0.143369	0.273245	0.314516	0.509338	0	0	0.365591	0	0.198925	0	0.157258	0	0.231183	0	0	0	0	0	0	0	0	0.532258	0	0.365591	0	0	0	0	0	0	0	0	1.03226	1.03226	0	
0.388235	0	0.229412	0	0.281046	0.279412	0.165158	0.308349	0	0.688235	0.784314	0.838235	0.282194	0.288235	0.772059	0.562092	0.588235	0	0.229412	0.275264	0.242647	0.617647	0.265795	0.10084	0.169935	0.240642	0.140523	0	0.120321	0.11943	0.278638	0.344538	0.229412	1.08088	0.72549	0.980392	0.588235	0	0.192157	0	0	0.192157	0.362745	0	0.279412	0.319005	0.271493	0.388235	1.01103	0.558824	0	0	0.114379	0	0	0.362745	0.258824	0.172269	0.362745	0.772059	0.0960784	0	0	0.281046	0.558824	0	0	0	0	0.158824	0.172269	0.120321	0	0	0	0.344538	0.196078	0	0.112745	0.362745	0.72549	0	0.140523	0.176471	0.154412	0.328173	0	0.172269	0	0.392157	0.196078	0	0.463235	0.529412	0.22549	0.154412	0.72549	0	0.72549	0	0.558824	0.362745	0.588235	0.529412	0	0.72549	1.02941	0.72549	0.838235	0	0.72549	0	0.529412	0.72549	1.02941	1.02941	1.02941	
0	0	0	0	0	0	0.225641	0.232258	0.688235	0	0.733333	1.8	0	0	0	0	0	0	0	0.676923	0	0	0	0	0	0	0	0	0.290909	0.230303	0	0	0	0	0	0	0	0	0	0	0	0.266667	1.6	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252632	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	1.2	
